id,nome,bandeira,endereco,bairro,cidade,estado,cep,latitude,longitude,preco_gasolina,preco_alcool,preco_diesel,preco_gnv,data_coleta,fonte,fontes
ANP_PR_Cidade_2_-_PR_11,Posto Raízen 12,Raízen,"Av. Principal, 6522",Bairro 8,Cidade 2,PR,59190-886,-25.466286430101015,-49.3344954112108,"6,41","4,28","5,79","4,33",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_2_-_PR_10,Posto Ale 11,Ale,"Av. Principal, 7151",Bairro 4,Cidade 2,PR,73217-773,-25.805498165694733,-49.42097169173064,"6,21","4,57","4,83",N/A,2025-05-18,ANP,
ANP_PR_Cidade_5_-_PR_7,Posto Ale 8,Ale,"Av. Principal, 8800",Bairro 10,Cidade 5,PR,80520-152,-25.81674883555209,-49.49421102982156,"5,89","3,74","5,30",N/A,2025-05-18,ANP,
ANP_PR_Cidade_2_-_PR_13,Posto Ale 14,Ale,"Av. Principal, 7122",Bairro 1,Cidade 2,PR,35193-185,-25.723304408218628,-48.96692744845852,"5,37","3,73","5,42","3,02",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_8_-_PR_2,Auto Posto Ale Cidade PC 8 3,Ale,"Rua Secundária, 4631",Bairro PC 9,Cidade PC 8,PR,27223-386,-25.793600163848684,-48.98096135221942,"5,84","4,73","4,74","3,07",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
ANP_PR_Cidade_2_-_PR_14,Posto Petrobras 15,Petrobras,"Av. Principal, 5871",Bairro 2,Cidade 2,PR,72748-363,-25.664029445793762,-49.27652534988728,"5,47","4,51","5,56","3,29",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_10_-_PR_8,Auto Posto Petrobras Cidade PC 10 9,Petrobras,"Rua Principal, 9105",Bairro PC 8,Cidade PC 10,PR,82090-185,-25.605498752973613,-49.223388367618604,"5,19","4,55","5,45",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_3_-_PR_0,Posto Raízen 1,Raízen,"Av. Principal, 6746",Bairro 2,Cidade 3,PR,88022-404,-25.576815146596477,-48.82956856670759,"6,38","3,55","5,73",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_6_-_PR_6,Auto Posto Petrobras Cidade PC 6 7,Petrobras,"Rua Comercial, 2592",Bairro PC 3,Cidade PC 6,PR,41993-616,-25.529162088306418,-48.889195546488835,"5,72","5,08","5,80","4,48",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_3_-_PR_1,Posto Petrobras 2,Petrobras,"Av. Principal, 5327",Bairro 5,Cidade 3,PR,83194-610,-25.503765537660808,-49.38072645747883,"5,67","4,66","5,82","3,58",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_5_-_PR_8,Posto Raízen 9,Raízen,"Av. Principal, 8859",Bairro 3,Cidade 5,PR,15642-886,-25.577494965583686,-49.35178590724682,"6,45","4,55","5,80",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_3_-_PR_2,Posto Ipiranga 3,Ipiranga,"Av. Principal, 1237",Bairro 8,Cidade 3,PR,41779-311,-25.10477520108405,-49.182887508450264,"5,91","4,76","4,74",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_15_-_PR_9,Auto Posto Shell Cidade PC 15 10,Shell,"Rua Principal, 5550",Bairro PC 8,Cidade PC 15,PR,75047-979,-25.159767487627015,-49.12475941001119,"5,63","3,64","5,75",N/A,2025-05-18,PrecosCombustiveis,
PC_PR_Cidade_PC_18_-_PR_9,Auto Posto Ipiranga Cidade PC 18 10,Ipiranga,"Rua Comercial, 5434",Bairro PC 1,Cidade PC 18,PR,51252-190,-25.157314928636236,-49.17656319205316,"6,59","4,47","4,93",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_3_-_PR_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 3992",Bairro 3,Cidade 3,PR,77819-239,-25.745762941908488,-49.25463973944989,"5,57","4,20","4,95","3,95",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_3_-_PR_4,Posto Shell 5,Shell,"Av. Principal, 3982",Bairro 10,Cidade 3,PR,56202-755,-25.273824908238105,-49.73810620875884,"5,19","4,12","5,55",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_3_-_PR_5,Posto Bandeira Branca 6,Bandeira Branca,"Av. Principal, 8208",Bairro 1,Cidade 3,PR,42529-698,-25.145421233585367,-49.60653805192757,"6,14","3,90","5,74","4,00",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_9_-_PR_11,Posto Petrobras 12,Petrobras,"Av. Principal, 3625",Bairro 5,Cidade 9,PR,87368-155,-25.19778834368613,-49.670113984977796,"6,29","3,64","5,64",N/A,2025-05-18,ANP,
ANP_PR_Cidade_3_-_PR_6,Posto Shell 7,Shell,"Av. Principal, 2042",Bairro 8,Cidade 3,PR,66534-177,-25.298023056403597,-49.509109214387784,"5,10","3,70","4,79","3,39",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_3_-_PR_10,Auto Posto Ale Cidade PC 3 11,Ale,"Rua Principal, 2766",Bairro PC 9,Cidade PC 3,PR,22608-235,-25.298535214298177,-49.589214160234036,"6,47","4,98","5,23","3,85",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_3_-_PR_7,Posto Petrobras 8,Petrobras,"Av. Principal, 6427",Bairro 8,Cidade 3,PR,77295-708,-25.048057055096148,-49.51139775160756,"5,89","3,61","5,65",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_10_-_PR_5,Auto Posto Ale Cidade PC 10 6,Ale,"Rua Comercial, 8090",Bairro PC 9,Cidade PC 10,PR,34901-330,-25.09055178396726,-49.593185409640036,"5,36","3,81","6,05",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_3_-_PR_9,Posto Raízen 10,Raízen,"Av. Principal, 7488",Bairro 10,Cidade 3,PR,89987-854,-25.451103373977137,-48.77564701645603,"5,35","3,91","5,85",N/A,2025-05-18,ANP,
ANP_PR_Cidade_3_-_PR_11,Posto Ale 12,Ale,"Av. Principal, 9720",Bairro 8,Cidade 3,PR,75582-385,-25.332439437091665,-49.61423967650008,"5,03","4,67","4,71",N/A,2025-05-18,ANP,
ANP_PR_Cidade_6_-_PR_1,Posto Ipiranga 2,Ipiranga,"Av. Principal, 3341",Bairro 3,Cidade 6,PR,69462-438,-25.32430918679748,-49.698855206892034,"5,82","3,95","4,72",N/A,2025-05-18,ANP,
ANP_PR_Cidade_7_-_PR_13,Posto Petrobras 14,Petrobras,"Av. Principal, 1510",Bairro 2,Cidade 7,PR,84830-179,-25.39230777838319,-49.678533287406374,"6,48","4,24","5,10",N/A,2025-05-18,ANP,
ANP_PR_Cidade_3_-_PR_12,Posto Petrobras 13,Petrobras,"Av. Principal, 3323",Bairro 8,Cidade 3,PR,13584-769,-24.94918227249317,-49.02748432162922,"5,34","3,94","5,77",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_3_-_PR_13,Posto Petrobras 14,Petrobras,"Av. Principal, 988",Bairro 8,Cidade 3,PR,78833-850,-25.166826578622654,-48.83040563841521,"5,06","4,60","4,73",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_4_-_PR_0,Posto Ale 1,Ale,"Av. Principal, 9214",Bairro 9,Cidade 4,PR,36754-228,-25.56871927340502,-49.43435057914484,"6,44","3,52","5,62","3,61",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_8_-_PR_10,Posto Raízen 11,Raízen,"Av. Principal, 1325",Bairro 5,Cidade 8,PR,72600-461,-25.524323070593766,-49.48655731828206,"6,49","4,47","5,10","3,17",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_4_-_PR_1,Posto Bandeira Branca 2,Bandeira Branca,"Av. Principal, 2197",Bairro 1,Cidade 4,PR,73261-439,-25.336267067626252,-49.51066724242911,"5,35","4,58","5,01",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_2_-_PR_1,Auto Posto Ipiranga Cidade PC 2 2,Ipiranga,"Rua Principal, 5013",Bairro PC 1,Cidade PC 2,PR,86710-341,-25.39202032719278,-49.562419905895425,"5,38","4,76","5,53",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_4_-_PR_4,Posto Bandeira Branca 5,Bandeira Branca,"Av. Principal, 6966",Bairro 8,Cidade 4,PR,71818-691,-25.384929823455742,-48.952091928205945,"6,05","3,68","6,00","4,32",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_5_-_PR_5,Posto Petrobras 6,Petrobras,"Av. Principal, 7348",Bairro 8,Cidade 5,PR,15541-924,-25.331702176903327,-48.96559779567429,"5,79","3,68","5,00","3,25",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_5_-_PR_0,Posto Ipiranga 1,Ipiranga,"Av. Principal, 8481",Bairro 5,Cidade 5,PR,52143-221,-25.631807530493138,-49.09515096954419,"5,13","4,13","5,79","4,04",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_7_-_PR_1,Posto Ale 2,Ale,"Av. Principal, 2268",Bairro 4,Cidade 7,PR,84766-692,-25.69013504895339,-49.08316832631182,"6,46","3,71","4,72",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_2_-_PR_4,Auto Posto Petrobras Cidade PC 2 5,Petrobras,"Rua Comercial, 7915",Bairro PC 4,Cidade PC 2,PR,86172-927,-25.67081348571011,-49.022210802935206,"5,68","4,76","5,37",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_5_-_PR_1,Posto Ale 2,Ale,"Av. Principal, 5991",Bairro 8,Cidade 5,PR,41267-654,-25.008714624532075,-48.85325700945276,"5,55","4,87","5,73",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_16_-_PR_7,Auto Posto Ale Cidade PC 16 8,Ale,"Rua Principal, 7048",Bairro PC 8,Cidade PC 16,PR,67421-976,-25.095906384696484,-48.890538114293584,"5,50","3,91","4,67","3,71",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_5_-_PR_3,Posto Ipiranga 4,Ipiranga,"Av. Principal, 1759",Bairro 1,Cidade 5,PR,35786-770,-25.32146775160077,-48.87827721947759,"5,80","3,96","5,63",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_10_-_PR_3,Posto Shell 4,Shell,"Av. Principal, 3477",Bairro 1,Cidade 10,PR,54410-396,-25.301454694618887,-48.80434672602496,"5,57","4,61","5,56",N/A,2025-05-18,ANP,
ANP_PR_Cidade_12_-_PR_4,Posto Raízen 5,Raízen,"Av. Principal, 4708",Bairro 8,Cidade 12,PR,81660-528,-25.379536827637565,-48.80720357620906,"5,82","3,77","5,64",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_13_-_PR_1,Auto Posto Shell Cidade PC 13 2,Shell,"Rua Secundária, 3368",Bairro PC 2,Cidade PC 13,PR,99642-610,-25.395207736581632,-48.875524686075806,"6,46","3,84","5,33","4,09",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_5_-_PR_4,Posto Shell 5,Shell,"Av. Principal, 3117",Bairro 2,Cidade 5,PR,16438-527,-24.934662709362744,-49.738173015705854,"5,65","5,00","5,93",N/A,2025-05-18,ANP,
ANP_PR_Cidade_5_-_PR_6,Posto Bandeira Branca 7,Bandeira Branca,"Av. Principal, 9843",Bairro 3,Cidade 5,PR,88884-127,-25.272066084241807,-49.48754034510539,"5,79","4,45","4,54",N/A,2025-05-18,ANP,['ANP']
PC_PR_Cidade_PC_1_-_PR_4,Auto Posto Ale Cidade PC 1 5,Ale,"Rua Principal, 6307",Bairro PC 8,Cidade PC 1,PR,13454-970,-25.211389678172544,-49.48364375752576,"6,45","5,01","4,64",N/A,2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
PC_PR_Cidade_PC_11_-_PR_0,Auto Posto Raízen Cidade PC 11 1,Raízen,"Rua Comercial, 4276",Bairro PC 6,Cidade PC 11,PR,82089-967,-25.22693296220445,-49.428117780768424,"5,29","4,26","5,54",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_5_-_PR_9,Posto Raízen 10,Raízen,"Av. Principal, 4755",Bairro 6,Cidade 5,PR,12110-904,-25.466475995571678,-49.738269703152966,"6,11","3,81","5,67",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_9_-_PR_2,Posto Petrobras 3,Petrobras,"Av. Principal, 2896",Bairro 10,Cidade 9,PR,29099-105,-25.415173024526915,-49.75603408120838,"5,90","4,70","5,65",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_6_-_PR_0,Posto Raízen 1,Raízen,"Av. Principal, 2312",Bairro 8,Cidade 6,PR,77757-265,-25.572196630583335,-48.920935713386406,"5,05","4,77","4,95","3,82",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_11_-_PR_5,Auto Posto Bandeira Branca Cidade PC 11 6,Bandeira Branca,"Rua Secundária, 1261",Bairro PC 2,Cidade PC 11,PR,59200-803,-25.522096005670793,-48.946204454928385,"5,26","4,08","5,53","4,03",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_6_-_PR_2,Posto Bandeira Branca 3,Bandeira Branca,"Av. Principal, 9992",Bairro 8,Cidade 6,PR,66762-852,-25.66756351966814,-49.55162095504441,"5,75","3,51","5,02","4,35",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_18_-_PR_10,Auto Posto Petrobras Cidade PC 18 11,Petrobras,"Rua Principal, 4683",Bairro PC 4,Cidade PC 18,PR,42221-143,-25.62576904829754,-49.50134367606411,"6,43","3,67","5,06","4,35",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_6_-_PR_3,Posto Raízen 4,Raízen,"Av. Principal, 5495",Bairro 9,Cidade 6,PR,82031-185,-25.904387259447578,-49.73798536655234,"5,29","4,50","5,12",N/A,2025-05-18,ANP,
ANP_PR_Cidade_6_-_PR_4,Posto Ipiranga 5,Ipiranga,"Av. Principal, 7340",Bairro 4,Cidade 6,PR,33840-932,-25.34121904840375,-49.704788211488086,"6,06","4,40","4,52",N/A,2025-05-18,ANP,
ANP_PR_Cidade_7_-_PR_0,Posto Bandeira Branca 1,Bandeira Branca,"Av. Principal, 4090",Bairro 6,Cidade 7,PR,90017-685,-25.379113168785196,-49.76096199940772,"5,79","4,98","4,71",N/A,2025-05-18,ANP,
ANP_PR_Cidade_6_-_PR_5,Posto Ale 6,Ale,"Av. Principal, 7309",Bairro 7,Cidade 6,PR,34099-586,-25.19989746772204,-48.79874476288922,"6,01","3,61","5,94",N/A,2025-05-18,ANP,
ANP_PR_Cidade_6_-_PR_10,Posto Ale 11,Ale,"Av. Principal, 7501",Bairro 1,Cidade 6,PR,81799-511,-25.812836528689342,-48.98491704366219,"6,38","4,60","4,54",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_16_-_PR_0,Auto Posto Ipiranga Cidade PC 16 1,Ipiranga,"Rua Secundária, 3811",Bairro PC 10,Cidade PC 16,PR,93964-404,-25.80888240533609,-48.90602867263567,"5,22","3,68","5,30","3,65",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_6_-_PR_12,Posto Shell 13,Shell,"Av. Principal, 3755",Bairro 1,Cidade 6,PR,21754-395,-25.772501812912218,-49.30688698297662,"5,19","4,95","5,75","3,93",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_18_-_PR_4,Auto Posto Ale Cidade PC 18 5,Ale,"Rua Principal, 6958",Bairro PC 6,Cidade PC 18,PR,43885-301,-25.707664652142267,-49.33536165769871,"6,13","4,92","5,68",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_7_-_PR_5,Posto Shell 6,Shell,"Av. Principal, 2585",Bairro 8,Cidade 7,PR,91156-400,-25.27683187794067,-48.85832658407389,"6,11","3,61","4,84",N/A,2025-05-18,ANP,['ANP']
ANP_PR_Cidade_7_-_PR_6,Posto Raízen 7,Raízen,"Av. Principal, 7426",Bairro 1,Cidade 7,PR,18748-915,-25.328358416340215,-49.399855161141616,"5,10","4,60","5,57",N/A,2025-05-18,ANP,
ANP_PR_Cidade_11_-_PR_5,Posto Raízen 6,Raízen,"Av. Principal, 1380",Bairro 8,Cidade 11,PR,90692-540,-25.321974532840887,-49.34883696016663,"5,68","4,07","5,86","4,24",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_12_-_PR_5,Auto Posto Ale Cidade PC 12 6,Ale,"Rua Secundária, 7312",Bairro PC 2,Cidade PC 12,PR,62159-519,-25.39666343914542,-49.3401071196352,"6,43","4,86","5,22","3,16",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_7_-_PR_16,Posto Petrobras 17,Petrobras,"Av. Principal, 2896",Bairro 8,Cidade 7,PR,19161-801,-25.54489590133715,-49.654752361596366,"5,52","4,58","5,54","3,37",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_9_-_PR_5,Posto Ipiranga 6,Ipiranga,"Av. Principal, 8619",Bairro 8,Cidade 9,PR,77561-260,-25.54436299339232,-49.6042218253931,"5,11","4,77","4,77",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_3_-_PR_0,Auto Posto Petrobras Cidade PC 3 1,Petrobras,"Rua Comercial, 5297",Bairro PC 7,Cidade PC 3,PR,98892-418,-25.596661416126164,-49.64435303978983,"6,22","4,33","4,92","3,56",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
ANP_PR_Cidade_8_-_PR_2,Posto Ipiranga 3,Ipiranga,"Av. Principal, 113",Bairro 4,Cidade 8,PR,50318-345,-25.158604403010823,-49.53329065067344,"5,07","3,93","5,10",N/A,2025-05-18,ANP,
ANP_PR_Cidade_8_-_PR_5,Posto Bandeira Branca 6,Bandeira Branca,"Av. Principal, 2312",Bairro 9,Cidade 8,PR,70820-289,-25.749167642591665,-49.08799918378312,"6,35","4,48","5,01",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_10_-_PR_9,Auto Posto Shell Cidade PC 10 10,Shell,"Rua Secundária, 6324",Bairro PC 1,Cidade PC 10,PR,45838-949,-25.794186327548385,-49.00931504470529,"6,27","4,50","5,01","3,83",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
PC_PR_Cidade_PC_15_-_PR_5,Auto Posto Ale Cidade PC 15 6,Ale,"Rua Principal, 4528",Bairro PC 8,Cidade PC 15,PR,40975-763,-25.74197179034285,-49.02461731761863,"6,43","4,04","5,65","4,30",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_8_-_PR_6,Posto Ipiranga 7,Ipiranga,"Av. Principal, 2180",Bairro 2,Cidade 8,PR,62667-474,-24.984972116136927,-48.76976917665349,"5,28","4,38","4,82",N/A,2025-05-18,ANP,
ANP_PR_Cidade_8_-_PR_8,Posto Petrobras 9,Petrobras,"Av. Principal, 2433",Bairro 8,Cidade 8,PR,58614-949,-25.82066929178138,-49.14059688714483,"5,55","3,93","4,84",N/A,2025-05-18,ANP,
ANP_PR_Cidade_8_-_PR_11,Posto Petrobras 12,Petrobras,"Av. Principal, 1408",Bairro 2,Cidade 8,PR,50330-655,-25.299228722881637,-49.20985910309543,"5,71","4,48","4,63",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_1_-_PR_11,Auto Posto Ale Cidade PC 1 12,Ale,"Rua Secundária, 2944",Bairro PC 7,Cidade PC 1,PR,57609-286,-25.244308873040467,-49.209010038510215,"6,59","4,76","4,85","3,36",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
PC_PR_Cidade_PC_1_-_PR_14,Auto Posto Bandeira Branca Cidade PC 1 15,Bandeira Branca,"Rua Comercial, 7903",Bairro PC 1,Cidade PC 1,PR,60118-379,-25.27949049561243,-49.28518317588728,"5,41","5,09","5,40",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_9_-_PR_0,Posto Raízen 1,Raízen,"Av. Principal, 3562",Bairro 9,Cidade 9,PR,87344-369,-25.67795358098348,-49.449675619498755,"5,45","3,94","5,52","4,42",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_11_-_PR_12,Posto Shell 13,Shell,"Av. Principal, 5603",Bairro 4,Cidade 11,PR,57425-510,-25.607085891387715,-49.400895964074195,"5,04","4,34","5,57",N/A,2025-05-18,ANP,
ANP_PR_Cidade_9_-_PR_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 4713",Bairro 6,Cidade 9,PR,39484-938,-25.463957117815625,-48.97921618524685,"6,43","4,20","5,75","4,41",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_9_-_PR_6,Posto Bandeira Branca 7,Bandeira Branca,"Av. Principal, 8753",Bairro 1,Cidade 9,PR,64746-147,-25.164306994866294,-49.245374607136284,"5,98","3,88","4,95","4,40",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_9_-_PR_7,Posto Bandeira Branca 8,Bandeira Branca,"Av. Principal, 7791",Bairro 8,Cidade 9,PR,72470-393,-25.325132331099525,-49.220870253912594,"5,23","3,71","5,26","3,18",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_14_-_PR_5,Auto Posto Petrobras Cidade PC 14 6,Petrobras,"Rua Principal, 7783",Bairro PC 4,Cidade PC 14,PR,86659-308,-25.379238870095595,-49.25756456841672,"6,52","4,17","5,09",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_9_-_PR_9,Posto Petrobras 10,Petrobras,"Av. Principal, 594",Bairro 7,Cidade 9,PR,56002-813,-25.90330192329172,-49.096990975638654,"5,89","3,57","5,19",N/A,2025-05-18,ANP,
ANP_PR_Cidade_9_-_PR_10,Posto Ipiranga 11,Ipiranga,"Av. Principal, 7783",Bairro 6,Cidade 9,PR,70772-200,-24.969533168502423,-49.18396295764726,"5,03","4,03","5,47",N/A,2025-05-18,ANP,
ANP_PR_Cidade_9_-_PR_12,Posto Ale 13,Ale,"Av. Principal, 7061",Bairro 1,Cidade 9,PR,84460-918,-25.304134037773537,-48.79266439433882,"5,55","4,74","5,02",N/A,2025-05-18,ANP,
ANP_PR_Cidade_10_-_PR_1,Posto Petrobras 2,Petrobras,"Av. Principal, 8584",Bairro 2,Cidade 10,PR,82355-641,-25.700731546676327,-49.565514611336916,"5,91","3,77","5,85",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_16_-_PR_2,Auto Posto Bandeira Branca Cidade PC 16 3,Bandeira Branca,"Rua Principal, 4180",Bairro PC 4,Cidade PC 16,PR,47436-963,-25.77916129156264,-49.58571260545219,"6,31","4,98","4,94","3,05",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
ANP_PR_Cidade_10_-_PR_4,Posto Ale 5,Ale,"Av. Principal, 5306",Bairro 6,Cidade 10,PR,26312-684,-25.06592932680931,-49.21935568753375,"5,50","4,54","5,70",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_10_-_PR_2,Auto Posto Raízen Cidade PC 10 3,Raízen,"Rua Secundária, 816",Bairro PC 6,Cidade PC 10,PR,72437-833,-25.09780847541053,-49.29130682501259,"6,17","3,62","5,29","3,85",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_10_-_PR_5,Posto Bandeira Branca 6,Bandeira Branca,"Av. Principal, 7696",Bairro 9,Cidade 10,PR,17986-700,-25.156514691982487,-49.46408881258508,"6,29","4,10","5,36","4,03",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
ANP_PR_Cidade_10_-_PR_6,Posto Shell 7,Shell,"Av. Principal, 5638",Bairro 3,Cidade 10,PR,31761-441,-25.632235544798494,-49.69605548324544,"6,33","4,96","5,87",N/A,2025-05-18,ANP,
PC_PR_Cidade_PC_1_-_PR_3,Auto Posto Bandeira Branca Cidade PC 1 4,Bandeira Branca,"Rua Secundária, 614",Bairro PC 4,Cidade PC 1,PR,75441-227,-25.67904231102097,-49.608079251096065,"6,13","4,66","5,49",N/A,2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_10_-_PR_7,Posto Raízen 8,Raízen,"Av. Principal, 6476",Bairro 7,Cidade 10,PR,76626-765,-25.75947345370408,-49.49055367713397,"5,74","4,29","4,84",N/A,2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_3_-_PR_9,Auto Posto Petrobras Cidade PC 3 10,Petrobras,"Rua Principal, 7837",Bairro PC 6,Cidade PC 3,PR,67764-799,-25.729037112978485,-49.4027776259918,"5,99","4,81","5,28","4,11",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
PC_PR_Cidade_PC_4_-_PR_3,Auto Posto Ale Cidade PC 4 4,Ale,"Rua Comercial, 3066",Bairro PC 9,Cidade PC 4,PR,43142-395,-25.781638223764883,-49.40801080538591,"5,26","3,63","5,96","4,06",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_10_-_PR_10,Posto Ale 11,Ale,"Av. Principal, 2311",Bairro 3,Cidade 10,PR,14539-836,-25.06779851403709,-49.71138234510968,"5,30","3,63","5,96",N/A,2025-05-18,ANP,
ANP_PR_Cidade_11_-_PR_0,Posto Ale 1,Ale,"Av. Principal, 2501",Bairro 9,Cidade 11,PR,16774-900,-25.187722542619717,-49.74735613073176,"5,36","4,63","5,85",N/A,2025-05-18,ANP,
ANP_PR_Cidade_11_-_PR_6,Posto Petrobras 7,Petrobras,"Av. Principal, 1460",Bairro 3,Cidade 11,PR,27003-326,-25.475986282605014,-49.010522053381564,"5,12","4,01","5,86","3,36",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_8_-_PR_0,Auto Posto Ipiranga Cidade PC 8 1,Ipiranga,"Rua Secundária, 3937",Bairro PC 7,Cidade PC 8,PR,56723-880,-25.42222626557008,-49.04179382921171,"6,32","4,59","4,62","4,39",2025-05-18,PrecosCombustiveis,['PrecosCombustiveis']
ANP_PR_Cidade_11_-_PR_10,Posto Petrobras 11,Petrobras,"Av. Principal, 9195",Bairro 6,Cidade 11,PR,70250-645,-25.43815728171196,-49.56671620873712,"5,56","4,66","4,97","3,60",2025-05-18,ANP,"['ANP', 'PrecosCombustiveis']"
PC_PR_Cidade_PC_12_-_PR_6,Auto Posto Ipiranga Cidade PC 12 7,Ipiranga,"Rua Principal, 3009",Bairro PC 9,Cidade PC 12,PR,96302-559,-25.40586190203272,-49.50350707678914,"6,39","3,67","5,15","3,44",2025-05-18,PrecosCombustiveis,
ANP_PR_Cidade_11_-_PR_11,Posto Bandeira Branca 12,Bandeira Branca,"Av. Principal, 1945",Bairro 3,Cidade 11,PR,50457-620,-24.946359465427957,-49.29454843138326,"6,21","3,83","5,73",N/A,2025-05-18,ANP,
ANP_PR_Cidade_12_-_PR_5,Posto Bandeira Branca 6,Bandeira Branca,"Av. Principal, 9561",Bairro 8,Cidade 12,PR,96041-399,-24.997521243870267,-49.25113068084402,"5,10","4,31","5,60",N/A,2025-05-18,ANP,
