id,nome,bandeira,endereco,bairro,cidade,estado,cep,latitude,longitude,preco_gasolina,preco_alcool,preco_diesel,preco_gnv,data_coleta,fonte
ANP_AC_Cidade_8_-_AC_2,Posto Raízen 3,Raízen,"Av. Principal, 5378",Bairro 6,Cidade 8,AC,61155-646,-9.057763008559588,-70.86404387904953,"5,86","3,94","5,57",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_3,Posto Petrobras 4,Petrobras,"Av. Principal, 7232",Bairro 6,Cidade 8,AC,11018-516,-9.414261159161043,-70.47496315541261,"5,95","4,51","5,22",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_4,Posto Raízen 5,Raízen,"Av. Principal, 2527",Bairro 7,Cidade 8,AC,95189-220,-9.4316203098174,-70.61030589702264,"6,28","4,55","5,16",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_5,Posto Shell 6,Shell,"Av. Principal, 8181",Bairro 3,Cidade 8,AC,33446-328,-9.185317032418727,-71.0119790435218,"6,28","3,77","5,21",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_6,Posto Raízen 7,Raízen,"Av. Principal, 452",Bairro 5,Cidade 8,AC,79856-558,-8.727953592552108,-70.84825837107338,"6,23","4,23","4,96",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_7,Posto Petrobras 8,Petrobras,"Av. Principal, 9916",Bairro 4,Cidade 8,AC,77768-143,-8.843667647582786,-70.57397058278502,"5,50","4,79","5,76",N/A,2025-05-18,ANP
ANP_AC_Cidade_8_-_AC_8,Posto Raízen 9,Raízen,"Av. Principal, 8627",Bairro 9,Cidade 8,AC,57092-296,-9.407830541640033,-70.39265195447874,"6,18","4,63","5,12",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_0,Posto Ipiranga 1,Ipiranga,"Av. Principal, 6643",Bairro 9,Cidade 9,AC,58237-261,-8.63681021181722,-71.26953551262666,"6,46","3,59","5,26",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_1,Posto Raízen 2,Raízen,"Av. Principal, 4209",Bairro 5,Cidade 9,AC,96990-438,-9.264975935141022,-71.3098229027017,"6,09","4,87","5,86",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_2,Posto Bandeira Branca 3,Bandeira Branca,"Av. Principal, 3902",Bairro 6,Cidade 9,AC,44090-455,-8.726576357897283,-70.36310607813421,"6,06","3,75","5,71",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_3,Posto Ipiranga 4,Ipiranga,"Av. Principal, 999",Bairro 9,Cidade 9,AC,20693-448,-8.525833982149424,-71.24622502607262,"6,11","3,62","5,19",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_4,Posto Ale 5,Ale,"Av. Principal, 8372",Bairro 2,Cidade 9,AC,79074-898,-8.558665027744901,-70.94193917077713,"6,45","4,28","5,81",N/A,2025-05-18,ANP
ANP_AC_Cidade_9_-_AC_5,Posto Bandeira Branca 6,Bandeira Branca,"Av. Principal, 658",Bairro 9,Cidade 9,AC,27839-919,-9.21557905547596,-70.99530129958264,"6,29","3,51","5,79",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_0,Posto Shell 1,Shell,"Av. Principal, 5024",Bairro 8,Cidade 10,AC,19018-366,-9.27775699593895,-71.17789150880725,"6,16","3,51","5,78",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_1,Posto Raízen 2,Raízen,"Av. Principal, 7794",Bairro 1,Cidade 10,AC,41419-582,-8.581075427773575,-71.2205415803423,"5,54","4,21","5,80",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_2,Posto Ale 3,Ale,"Av. Principal, 9397",Bairro 9,Cidade 10,AC,10563-620,-9.220426194804842,-70.38087542307144,"6,14","3,71","5,04",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_3,Posto Ale 4,Ale,"Av. Principal, 4511",Bairro 3,Cidade 10,AC,27583-213,-8.90700157124001,-71.28811125385448,"5,53","4,90","5,20",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_4,Posto Petrobras 5,Petrobras,"Av. Principal, 3893",Bairro 7,Cidade 10,AC,80073-971,-9.251986369972158,-70.7061353348312,"6,45","4,64","5,38",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_5,Posto Ale 6,Ale,"Av. Principal, 2020",Bairro 5,Cidade 10,AC,35541-930,-8.80023094321552,-70.32627670572695,"6,37","4,11","4,87",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_6,Posto Ipiranga 7,Ipiranga,"Av. Principal, 990",Bairro 5,Cidade 10,AC,80032-244,-8.60826727200736,-70.95529223248542,"5,66","4,51","4,92",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_7,Posto Ipiranga 8,Ipiranga,"Av. Principal, 442",Bairro 10,Cidade 10,AC,63030-559,-8.757577835804204,-70.40242333475754,"6,11","4,48","5,76",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_8,Posto Raízen 9,Raízen,"Av. Principal, 9996",Bairro 4,Cidade 10,AC,78143-919,-8.952508812407636,-70.93532609854016,"5,77","3,60","4,80",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_9,Posto Ale 10,Ale,"Av. Principal, 6562",Bairro 7,Cidade 10,AC,27884-555,-9.063155074379711,-70.37865428148154,"5,84","4,84","4,78",N/A,2025-05-18,ANP
ANP_AC_Cidade_10_-_AC_10,Posto Ale 11,Ale,"Av. Principal, 1358",Bairro 7,Cidade 10,AC,45671-878,-8.689351336591333,-70.48912478403955,"6,29","3,68","5,13",N/A,2025-05-18,ANP
ANP_AC_Cidade_11_-_AC_0,Posto Ipiranga 1,Ipiranga,"Av. Principal, 363",Bairro 6,Cidade 11,AC,38896-702,-8.993568597176203,-70.66678313393224,"6,16","4,06","5,51",N/A,2025-05-18,ANP
ANP_AC_Cidade_11_-_AC_1,Posto Ipiranga 2,Ipiranga,"Av. Principal, 4912",Bairro 1,Cidade 11,AC,96383-895,-8.960215653791561,-70.34354640467544,"5,17","4,96","5,44",N/A,2025-05-18,ANP
ANP_AC_Cidade_11_-_AC_2,Posto Ale 3,Ale,"Av. Principal, 7945",Bairro 4,Cidade 11,AC,54833-142,-8.563369261178725,-71.15508424967729,"5,67","4,73","5,15",N/A,2025-05-18,ANP
ANP_AC_Cidade_11_-_AC_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 6788",Bairro 3,Cidade 11,AC,58785-934,-8.831013494369525,-70.61590359011217,"5,65","4,39","4,52",N/A,2025-05-18,ANP
ANP_AC_Cidade_11_-_AC_4,Posto Bandeira Branca 5,Bandeira Branca,"Av. Principal, 6222",Bairro 8,Cidade 11,AC,30185-320,-9.373113127084581,-70.90218807783128,"6,11","4,82","5,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_0,Posto Ale 1,Ale,"Av. Principal, 8105",Bairro 1,Cidade 12,AC,45717-588,-8.679691905950694,-71.06252591842613,"5,14","4,80","5,26",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_1,Posto Bandeira Branca 2,Bandeira Branca,"Av. Principal, 6283",Bairro 7,Cidade 12,AC,41377-534,-9.245402319406598,-71.14119697440255,"5,62","4,71","4,96",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_2,Posto Ipiranga 3,Ipiranga,"Av. Principal, 5746",Bairro 6,Cidade 12,AC,21198-356,-9.029458425257248,-70.88087119952219,"5,15","3,97","4,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 3203",Bairro 2,Cidade 12,AC,33871-186,-9.016374603395239,-70.61875905402478,"5,91","3,77","4,99",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_4,Posto Ipiranga 5,Ipiranga,"Av. Principal, 8417",Bairro 8,Cidade 12,AC,15798-839,-9.488614570966828,-71.05404971634908,"5,37","3,70","4,93",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_5,Posto Ipiranga 6,Ipiranga,"Av. Principal, 2973",Bairro 8,Cidade 12,AC,68248-709,-9.195169116099969,-70.53378615791107,"5,64","3,86","5,38",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_6,Posto Bandeira Branca 7,Bandeira Branca,"Av. Principal, 1831",Bairro 7,Cidade 12,AC,20486-520,-8.964407582853752,-71.23581262279869,"5,79","3,55","5,35",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_7,Posto Shell 8,Shell,"Av. Principal, 3802",Bairro 7,Cidade 12,AC,97710-865,-8.590779025627045,-70.37551552868453,"5,04","4,26","4,69",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_8,Posto Ipiranga 9,Ipiranga,"Av. Principal, 8108",Bairro 3,Cidade 12,AC,51643-910,-8.91374336365546,-70.80243492692296,"5,76","4,86","4,63",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_9,Posto Petrobras 10,Petrobras,"Av. Principal, 2983",Bairro 3,Cidade 12,AC,54653-567,-9.131572815416897,-70.48000678156512,"5,34","4,97","4,93",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_10,Posto Ipiranga 11,Ipiranga,"Av. Principal, 6921",Bairro 7,Cidade 12,AC,19622-839,-9.476643278522856,-71.16755390085486,"5,20","4,59","5,27",N/A,2025-05-18,ANP
ANP_AC_Cidade_12_-_AC_11,Posto Ale 12,Ale,"Av. Principal, 9530",Bairro 5,Cidade 12,AC,40121-360,-8.904914857200124,-71.04388049781798,"5,46","3,62","5,91",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_0,Posto Ale 1,Ale,"Av. Principal, 1724",Bairro 1,Cidade 13,AC,76831-679,-8.861519684392832,-70.70301959672763,"5,60","3,67","5,37",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_1,Posto Shell 2,Shell,"Av. Principal, 7847",Bairro 8,Cidade 13,AC,39997-120,-9.247502388109927,-70.58407689337665,"6,32","3,57","5,44",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_2,Posto Petrobras 3,Petrobras,"Av. Principal, 3971",Bairro 4,Cidade 13,AC,27776-883,-9.133338210752555,-70.5482895242672,"6,40","4,99","4,93",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 7233",Bairro 1,Cidade 13,AC,41804-296,-9.222277960379866,-70.916568467062,"5,34","4,81","5,62",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_4,Posto Petrobras 5,Petrobras,"Av. Principal, 1633",Bairro 10,Cidade 13,AC,82749-129,-8.9014909474577,-71.09519848556394,"5,08","4,98","5,48",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_5,Posto Shell 6,Shell,"Av. Principal, 2384",Bairro 10,Cidade 13,AC,17645-981,-8.825776873057238,-70.67738056098018,"5,40","4,37","4,83",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_6,Posto Petrobras 7,Petrobras,"Av. Principal, 5480",Bairro 5,Cidade 13,AC,39031-168,-9.082940693502378,-71.15084484714747,"5,97","4,69","5,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_7,Posto Petrobras 8,Petrobras,"Av. Principal, 2772",Bairro 3,Cidade 13,AC,56797-816,-9.231536381183686,-70.59324052416115,"6,17","4,29","5,65",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_8,Posto Ale 9,Ale,"Av. Principal, 6137",Bairro 6,Cidade 13,AC,30330-435,-8.683463642151981,-70.7615356271785,"5,43","3,55","4,76",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_9,Posto Ale 10,Ale,"Av. Principal, 7327",Bairro 10,Cidade 13,AC,53837-276,-9.319473453986792,-71.03030040847382,"5,27","4,56","5,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_10,Posto Raízen 11,Raízen,"Av. Principal, 3875",Bairro 8,Cidade 13,AC,70144-865,-8.583830307634472,-70.79695668012462,"6,24","3,63","5,02",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_11,Posto Ipiranga 12,Ipiranga,"Av. Principal, 6485",Bairro 2,Cidade 13,AC,14395-289,-9.413277423965605,-70.59204128629467,"6,04","3,76","4,61",N/A,2025-05-18,ANP
ANP_AC_Cidade_13_-_AC_12,Posto Petrobras 13,Petrobras,"Av. Principal, 5362",Bairro 8,Cidade 13,AC,82326-128,-9.432955537972799,-71.16414449574175,"5,09","4,55","5,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_0,Posto Raízen 1,Raízen,"Av. Principal, 2767",Bairro 4,Cidade 14,AC,32467-536,-8.556002393291863,-71.19826981445087,"5,19","4,30","4,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_1,Posto Ipiranga 2,Ipiranga,"Av. Principal, 261",Bairro 5,Cidade 14,AC,24852-211,-8.935832879613914,-70.5706919038416,"6,38","4,02","5,12",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_2,Posto Shell 3,Shell,"Av. Principal, 1013",Bairro 10,Cidade 14,AC,53272-756,-8.99614702464558,-71.24352774839484,"5,82","4,91","5,73",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_3,Posto Ale 4,Ale,"Av. Principal, 8299",Bairro 2,Cidade 14,AC,44333-842,-8.960501702855073,-70.35627318679423,"6,23","3,62","4,95",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_4,Posto Bandeira Branca 5,Bandeira Branca,"Av. Principal, 9433",Bairro 5,Cidade 14,AC,81790-451,-8.755842492535976,-71.28435655906381,"6,00","4,52","5,54",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_5,Posto Petrobras 6,Petrobras,"Av. Principal, 7041",Bairro 9,Cidade 14,AC,40543-476,-9.269618845476549,-70.97741364181564,"6,24","3,90","5,47",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_6,Posto Ale 7,Ale,"Av. Principal, 2413",Bairro 3,Cidade 14,AC,12623-335,-9.513662381003455,-71.03673716043176,"5,03","4,17","5,62",N/A,2025-05-18,ANP
ANP_AC_Cidade_14_-_AC_7,Posto Bandeira Branca 8,Bandeira Branca,"Av. Principal, 6674",Bairro 3,Cidade 14,AC,30189-653,-8.815068391010382,-70.35347732207602,"5,00","4,89","5,36",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_0,Posto Petrobras 1,Petrobras,"Av. Principal, 7576",Bairro 3,Cidade 15,AC,82956-652,-8.866078048329365,-70.88391561399939,"5,61","4,26","5,58",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_1,Posto Raízen 2,Raízen,"Av. Principal, 9305",Bairro 5,Cidade 15,AC,32456-997,-9.259610703651003,-70.6604958331461,"6,15","3,50","4,66",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_2,Posto Ale 3,Ale,"Av. Principal, 9980",Bairro 2,Cidade 15,AC,30266-531,-8.830592552231659,-70.71784344094513,"5,06","4,10","5,29",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_3,Posto Raízen 4,Raízen,"Av. Principal, 9616",Bairro 7,Cidade 15,AC,12211-274,-8.80765070485454,-71.07861050585089,"6,41","4,99","5,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_4,Posto Ale 5,Ale,"Av. Principal, 4733",Bairro 4,Cidade 15,AC,94076-196,-9.465578296543422,-71.17426165142061,"5,65","4,48","5,03",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_5,Posto Ipiranga 6,Ipiranga,"Av. Principal, 7372",Bairro 4,Cidade 15,AC,12083-134,-9.26342023958828,-70.70344029795979,"5,40","3,98","5,70",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_6,Posto Ale 7,Ale,"Av. Principal, 5227",Bairro 1,Cidade 15,AC,41160-776,-9.13338597148714,-70.98694860252684,"5,95","4,92","5,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_7,Posto Ale 8,Ale,"Av. Principal, 9466",Bairro 3,Cidade 15,AC,83867-475,-9.133074840788764,-70.99777980338055,"5,79","4,70","5,07",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_8,Posto Petrobras 9,Petrobras,"Av. Principal, 1884",Bairro 1,Cidade 15,AC,51390-743,-8.715707872475772,-70.74613950896267,"6,35","4,97","5,25",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_9,Posto Shell 10,Shell,"Av. Principal, 9601",Bairro 5,Cidade 15,AC,36698-797,-8.99746644722705,-70.64236606273508,"6,46","5,00","4,95",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_10,Posto Ipiranga 11,Ipiranga,"Av. Principal, 7331",Bairro 5,Cidade 15,AC,76061-647,-8.845706270757287,-70.68633428705151,"5,23","3,62","4,51",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_11,Posto Shell 12,Shell,"Av. Principal, 6612",Bairro 3,Cidade 15,AC,46584-294,-9.24057351217604,-70.84861978888073,"5,40","4,87","4,87",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_12,Posto Shell 13,Shell,"Av. Principal, 1520",Bairro 3,Cidade 15,AC,58894-774,-8.555159529677013,-70.41480485021901,"6,38","3,85","5,65",N/A,2025-05-18,ANP
ANP_AC_Cidade_15_-_AC_13,Posto Ale 14,Ale,"Av. Principal, 9562",Bairro 8,Cidade 15,AC,32238-884,-9.02085744225704,-71.28092236719017,"5,61","4,32","5,49",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_0,Posto Shell 1,Shell,"Av. Principal, 9640",Bairro 5,Cidade 16,AC,87796-909,-9.033858138196385,-71.26013670595101,"5,97","4,47","5,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_1,Posto Petrobras 2,Petrobras,"Av. Principal, 1067",Bairro 4,Cidade 16,AC,86990-742,-9.314579045245507,-70.63134355270195,"6,15","4,42","4,71",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_2,Posto Raízen 3,Raízen,"Av. Principal, 8264",Bairro 10,Cidade 16,AC,99380-194,-9.23806957100484,-71.11642627870525,"6,26","4,21","5,06",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_3,Posto Raízen 4,Raízen,"Av. Principal, 3284",Bairro 10,Cidade 16,AC,25896-320,-9.178485796708886,-70.9436961284005,"6,15","4,31","5,49",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_4,Posto Bandeira Branca 5,Bandeira Branca,"Av. Principal, 1686",Bairro 5,Cidade 16,AC,66391-437,-8.87872494787077,-70.77695768052372,"5,36","3,78","4,80",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_5,Posto Raízen 6,Raízen,"Av. Principal, 2296",Bairro 2,Cidade 16,AC,96516-891,-9.316567858984524,-70.78112270729326,"5,83","3,88","5,67",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_6,Posto Ipiranga 7,Ipiranga,"Av. Principal, 6839",Bairro 3,Cidade 16,AC,11074-775,-9.503533531408348,-70.67159695065853,"6,07","3,50","5,94",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_7,Posto Petrobras 8,Petrobras,"Av. Principal, 4671",Bairro 6,Cidade 16,AC,24000-763,-8.751653583007151,-70.73570826147846,"5,01","4,55","5,54",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_8,Posto Shell 9,Shell,"Av. Principal, 9028",Bairro 9,Cidade 16,AC,35695-272,-9.338364098828096,-70.5806450059033,"6,12","3,60","4,68",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_9,Posto Raízen 10,Raízen,"Av. Principal, 4251",Bairro 10,Cidade 16,AC,28405-641,-9.135524631628499,-70.52121124469099,"6,28","3,81","4,76",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_10,Posto Shell 11,Shell,"Av. Principal, 7779",Bairro 4,Cidade 16,AC,78975-101,-8.745557248452648,-71.28160241659239,"6,03","3,54","5,61",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_11,Posto Ale 12,Ale,"Av. Principal, 4425",Bairro 6,Cidade 16,AC,23733-836,-8.943840699271165,-70.67647343543537,"5,09","4,38","4,75",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_12,Posto Ale 13,Ale,"Av. Principal, 7986",Bairro 5,Cidade 16,AC,54195-336,-9.478442079700416,-70.74650804246338,"5,58","4,40","5,86",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_13,Posto Ipiranga 14,Ipiranga,"Av. Principal, 2169",Bairro 2,Cidade 16,AC,78626-574,-9.265630796168999,-70.8955260944537,"6,28","4,35","5,35",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_14,Posto Bandeira Branca 15,Bandeira Branca,"Av. Principal, 9008",Bairro 7,Cidade 16,AC,95331-537,-9.254101638701348,-70.76934668026983,"5,17","4,34","5,27",N/A,2025-05-18,ANP
ANP_AC_Cidade_16_-_AC_15,Posto Petrobras 16,Petrobras,"Av. Principal, 9065",Bairro 3,Cidade 16,AC,83757-949,-8.6477356975994,-71.068408261739,"5,85","3,53","5,08",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_0,Posto Ipiranga 1,Ipiranga,"Av. Principal, 3931",Bairro 10,Cidade 17,AC,76002-159,-8.74675423112419,-71.11495534813757,"5,44","4,27","5,13",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_1,Posto Raízen 2,Raízen,"Av. Principal, 515",Bairro 7,Cidade 17,AC,44161-538,-8.884988773448033,-70.83856334828477,"6,44","4,69","5,91",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_2,Posto Ale 3,Ale,"Av. Principal, 845",Bairro 10,Cidade 17,AC,71535-301,-9.297768702201735,-71.30480966717563,"6,29","4,78","4,84",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_3,Posto Ipiranga 4,Ipiranga,"Av. Principal, 2076",Bairro 7,Cidade 17,AC,67851-302,-8.610110818245987,-70.36916952616878,"6,45","3,80","5,50",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_4,Posto Bandeira Branca 5,Bandeira Branca,"Av. Principal, 118",Bairro 2,Cidade 17,AC,80419-892,-8.838441973539668,-70.51948285954094,"6,47","4,13","5,50",N/A,2025-05-18,ANP
ANP_AC_Cidade_17_-_AC_5,Posto Shell 6,Shell,"Av. Principal, 2514",Bairro 10,Cidade 17,AC,96142-540,-9.507297885666558,-70.77702771029197,"6,22","4,98","5,31",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_0,Posto Petrobras 1,Petrobras,"Av. Principal, 9679",Bairro 8,Cidade 18,AC,55093-248,-8.658373492538178,-70.87702245102845,"6,15","3,86","4,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_1,Posto Raízen 2,Raízen,"Av. Principal, 2417",Bairro 7,Cidade 18,AC,32372-174,-8.944054118638409,-71.02402382688933,"5,93","3,63","5,86",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_2,Posto Petrobras 3,Petrobras,"Av. Principal, 8864",Bairro 1,Cidade 18,AC,93639-677,-8.845328989629788,-71.25133932783291,"5,82","4,27","5,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_3,Posto Petrobras 4,Petrobras,"Av. Principal, 6840",Bairro 6,Cidade 18,AC,98297-561,-8.63795867347528,-70.74984230815971,"6,45","4,98","5,34",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_4,Posto Ipiranga 5,Ipiranga,"Av. Principal, 1615",Bairro 7,Cidade 18,AC,31307-193,-9.145557065945603,-71.00006587189169,"5,69","4,15","4,91",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_5,Posto Shell 6,Shell,"Av. Principal, 3872",Bairro 4,Cidade 18,AC,52590-158,-8.616705452021066,-71.00136590963633,"5,42","3,83","5,04",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_6,Posto Bandeira Branca 7,Bandeira Branca,"Av. Principal, 6882",Bairro 3,Cidade 18,AC,53842-131,-8.837697067007744,-71.09824258417721,"6,19","4,59","5,19",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_7,Posto Ipiranga 8,Ipiranga,"Av. Principal, 9251",Bairro 1,Cidade 18,AC,86665-546,-8.527290582879434,-70.64600872842628,"5,49","4,74","4,56",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_8,Posto Shell 9,Shell,"Av. Principal, 4921",Bairro 7,Cidade 18,AC,61779-513,-8.6372269946893,-71.26957268168742,"5,39","4,04","4,69",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_9,Posto Ale 10,Ale,"Av. Principal, 9193",Bairro 10,Cidade 18,AC,12000-782,-9.285769862833552,-70.96777541508393,"5,45","4,59","5,98",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_10,Posto Ipiranga 11,Ipiranga,"Av. Principal, 1997",Bairro 4,Cidade 18,AC,10252-605,-8.872626967618908,-70.48054987343562,"6,26","4,41","5,08",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_11,Posto Raízen 12,Raízen,"Av. Principal, 8431",Bairro 5,Cidade 18,AC,95835-294,-9.286148312129779,-70.62977192176845,"6,31","3,91","4,89",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_12,Posto Raízen 13,Raízen,"Av. Principal, 6996",Bairro 6,Cidade 18,AC,56325-962,-9.109652699882277,-70.96584193187996,"5,40","4,09","5,81",N/A,2025-05-18,ANP
ANP_AC_Cidade_18_-_AC_13,Posto Shell 14,Shell,"Av. Principal, 2999",Bairro 4,Cidade 18,AC,96430-817,-8.593601227272803,-70.79302878194731,"5,79","3,80","4,91",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_0,Posto Shell 1,Shell,"Av. Principal, 1528",Bairro 1,Cidade 1,RN,28749-460,-5.8782840199670074,-35.48215005865634,"5,80","4,99","5,48",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_1,Posto Bandeira Branca 2,Bandeira Branca,"Av. Principal, 1995",Bairro 4,Cidade 1,RN,64502-361,-5.780318453228806,-34.95393040170801,"5,69","3,74","4,91",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_2,Posto Bandeira Branca 3,Bandeira Branca,"Av. Principal, 3314",Bairro 6,Cidade 1,RN,55329-149,-6.165368448427715,-34.94478795120859,"6,30","5,00","4,98",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_3,Posto Bandeira Branca 4,Bandeira Branca,"Av. Principal, 8392",Bairro 10,Cidade 1,RN,75559-830,-5.857127807443722,-35.59113325807453,"6,33","4,07","5,04",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_4,Posto Ale 5,Ale,"Av. Principal, 1887",Bairro 1,Cidade 1,RN,40438-596,-5.820708000502875,-35.333070878678086,"5,96","4,35","4,80",N/A,2025-05-18,ANP
ANP_RN_Cidade_1_-_RN_5,Posto Raízen 6,Raízen,"Av. Principal, 5804",Bairro 6,Cidade 1,RN,16736-956,-5.448206240941945,-35.69961873070027,"6,05","3,70","4,57",N/A,2025-05-18,ANP
